Draw,Date,Weekday,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
14/061,2014-05-24,Saturday,2,4,14,30,39,41,49,,3,3,2,4,2,1,1,1,1,0,0,2.5,740630,51,96810,134,9600,3055.6,640,4137,320,56838.2,40,37785420
14/060,2014-05-22,Thursday,9,17,28,31,35,37,19,,2,4,5,1,1,1,1,3,0,0,0,0,0,59,72080,139.7,9600,3230.4,640,4290.5,320,58834.3,40,34851413
14/059,2014-05-20,Tuesday,10,16,33,34,44,47,6,,2,4,2,4,1,1,0,2,2,0,0,1.5,998550,38.7,103210,108,9600,1984,640,3087.6,320,38620.6,40,29282558
14/058,2014-05-18,Sunday,9,12,21,27,37,45,7,"9,12",3,3,5,1,1,1,2,1,1,2,6261590,1,1130790,68,55430,224.9,9600,3327.5,640,6723.3,320,58859,40,35462451
14/057,2014-05-15,Thursday,9,12,16,24,34,35,7,"9,35",4,2,2,4,1,2,1,2,0,0,0,3.5,368420,56.9,60430,170,9600,2564.4,640,4852.3,320,48931.2,40,30055366
14/056,2014-05-13,Tuesday,9,20,22,32,35,41,8,,3,3,3,3,1,1,1,2,1,1,28382030,4,527770,84,67010,239,9600,4069.2,640,6386.4,320,71655.5,40,46804774
14/055,2014-05-11,Sunday,11,16,26,38,45,49,5,,2,4,3,3,0,2,1,1,2,0,0,6,274850,73,60240,335,9600,3922,640,7805,320,72761.8,40,42991756
14/054,2014-05-08,Thursday,2,10,12,30,37,39,48,"10,39",3,3,2,4,2,1,1,2,0,0.5,17101365,1,2509550,77,86910,153.5,9600,4521.4,640,4880,320,84020,40,51249535
14/053,2014-05-06,Tuesday,10,23,33,36,39,44,30,36,2,4,3,3,1,0,1,3,1,0,0,3.5,664130,74,83760,182.5,9600,4044.5,640,4709.9,320,73226,40,47788375
14/052,2014-05-03,Saturday,2,6,13,16,30,36,25,,4,2,1,5,2,2,1,1,0,0,0,1,1770890,55.5,85080,164.5,9600,4351.9,640,5389.3,320,74922.1,40,40850870
14/051,2014-05-01,Thursday,1,14,28,29,37,43,30,37,2,4,4,2,1,1,2,1,1,0,0,1,1806640,51.5,93540,102.5,9600,2689.2,640,3747.3,320,51909.3,40,35585385
14/050,2014-04-29,Tuesday,2,8,15,26,37,45,14,,3,3,3,3,2,1,1,1,1,0.5,8968035,2,885610,156.5,30180,175.5,9600,5776.2,640,4987.2,320,81217.4,40,42967089
14/049,2014-04-26,Saturday,9,12,22,27,36,47,46,,3,3,3,3,1,1,2,1,1,0,0,1,1540790,66.5,61780,116,9600,3437.9,640,3480.5,320,65070.3,40,33922771
14/048,2014-04-24,Thursday,1,17,28,32,39,40,16,1,2,4,3,3,1,1,1,3,0,0,0,3,501690,29.5,136050,130,9600,2331.4,640,3460.3,320,42019.2,40,30656203
14/047,2014-04-22,Tuesday,1,3,12,29,36,41,14,,3,3,4,2,2,1,1,1,1,1,39356150,0.5,1400325,46,162350,188,9600,4696,640,6291.5,320,94893.9,40,57660970
14/046,2014-04-19,Saturday,20,21,32,35,46,47,3,,2,4,3,3,0,1,1,2,2,0,0,1,2226110,59,100610,163.5,9600,2924.5,640,3988.5,320,55057.9,40,43015698
14/045,2014-04-17,Thursday,12,14,17,23,24,45,42,"14,45",5,1,3,3,0,3,2,0,1,0,0,0,0,58,97300,135.5,9600,3256.4,640,4194,320,66435.8,40,42388389
14/044,2014-04-15,Tuesday,6,14,16,28,41,45,27,"6,28,45",3,3,2,4,1,2,1,0,2,0,0,0,0,41,126990,134.5,9600,2680.5,640,4471.5,320,55939.4,40,38850103
14/043,2014-04-12,Saturday,6,18,20,28,43,45,13,18,3,3,2,4,1,2,1,0,2,0,0,1,1434940,43.5,87960,100.5,9600,2113.5,640,3361.2,320,44906,40,29077211
14/042,2014-04-10,Thursday,4,18,21,31,42,49,25,31,3,3,3,3,1,1,1,1,2,2,6996260,1,1583050,40,131920,113,9600,2555.4,640,3450.9,320,55264.9,40,38022212
14/041,2014-04-08,Tuesday,11,24,31,45,46,47,6,45,2,4,4,2,0,1,1,1,3,0.5,7660295,3.5,554080,80,64640,196.5,9600,3460,640,4988.5,320,61825.3,40,41439738
14/040,2014-04-05,Saturday,10,19,38,39,44,45,31,,2,4,3,3,1,1,0,2,2,0,0,0,0,35.5,112870,81.5,9600,2120.5,640,2569,320,38107.6,40,28693843
14/039,2014-04-03,Thursday,4,9,25,26,27,28,3,,2,4,3,3,2,0,4,0,0,1,38843580,8.5,215670,176.3,27720,639.5,9600,8679.2,640,13281.6,320,128360.3,40,62178045
14/038,2014-04-01,Tuesday,22,33,36,43,48,49,25,33,1,5,3,3,0,0,1,2,3,0,0,1,2592630,109,63420,210.5,9600,5184,640,5896.7,320,88003.4,40,55072818
14/037,2014-03-29,Saturday,2,10,12,18,24,33,11,,5,1,1,5,2,2,1,1,0,0,0,2.5,605400,84,48040,313,9600,5087.7,640,8068.5,320,84699.4,40,43182929
14/036,2014-03-27,Thursday,7,23,35,42,45,49,36,"35,45",2,4,5,1,1,0,1,1,3,0,0,1,2163380,61.5,93800,116.5,9600,3398.2,640,4264.7,320,60135.4,40,42430218
14/035,2014-03-25,Tuesday,22,28,35,36,44,45,6,,1,5,2,4,0,0,2,2,2,0,0,0.5,933605,75.5,65950,151,9600,3538.5,640,4782.8,320,61236.5,40,39580382
14/034,2014-03-22,Saturday,11,20,21,26,34,49,4,,3,3,3,3,0,2,2,1,1,0,0,2,710400,26.5,142970,132,9600,2284.2,640,3797.9,320,45511.8,40,29951365
14/033,2014-03-20,Thursday,1,9,18,25,37,48,14,48,3,3,4,2,2,1,1,1,1,1,24047840,4,395710,140.5,30040,360.5,9600,6747.7,640,7208.4,320,98024.8,40,47413194
14/032,2014-03-18,Tuesday,2,17,23,35,42,48,27,2,3,3,3,3,1,1,1,1,2,0,0,3.5,652540,58,105000,157.5,9600,3113.5,640,4381.7,320,60482.4,40,44551899
14/031,2014-03-15,Saturday,2,15,21,24,29,46,27,,4,2,3,3,1,1,3,0,1,0.5,12447505,4.5,488780,88.5,66270,243.5,9600,3726.2,640,6417.3,320,69568.8,40,47541831
14/030,2014-03-13,Thursday,7,10,17,19,20,22,30,,6,0,3,3,2,3,1,0,0,0,0,3,543190,116,37460,295.2,9600,5542,640,7303.3,320,87969.7,40,44768441
14/029,2014-03-11,Tuesday,4,6,15,28,30,33,27,,3,3,2,4,2,1,2,1,0,0,0,2,901270,53,90690,177.2,9600,3915.6,640,5562.8,320,73027.8,40,40951373
14/028,2014-03-08,Saturday,2,3,16,17,24,32,40,,5,1,2,4,2,2,1,1,0,0,0,2.5,540150,57,63170,134,9600,2874.6,640,3034.1,320,51968.6,40,29756893
14/027,2014-03-06,Thursday,6,10,20,27,39,46,38,27,3,3,2,4,2,1,1,1,1,1,61290980,2.5,1630450,117.5,92500,309.5,9600,6668.6,640,9207.4,320,132059.5,40,83943987
14/026,2014-03-04,Tuesday,3,13,16,19,27,33,22,"16,19",4,2,5,1,1,3,1,1,0,0,0,3.5,847610,137,57740,388.2,9600,7428.8,640,9921.2,320,128120.8,40,71323197
14/025,2014-03-02,Sunday,11,16,19,21,38,46,34,,4,2,3,3,0,3,1,1,1,0,0,4,732950,102,76640,275,9600,5147,640,6935.9,320,94047,40,61840880
14/024,2014-02-27,Thursday,5,9,15,24,28,35,44,,4,2,4,2,2,1,2,1,0,0,0,1,2309070,101.5,60660,189,9600,5643.9,640,5602.4,320,100009.7,40,52103657
14/023,2014-02-25,Tuesday,8,26,39,40,41,43,5,,1,5,3,3,1,0,1,2,2,0,0,3,838660,69,97230,198,9600,3699.9,640,4914.5,320,69478.2,40,50097476
14/022,2014-02-22,Saturday,2,23,24,29,33,35,14,24,3,3,4,2,1,0,3,2,0,0,0,0,0,47,102360,128,9600,3068.3,640,4083.5,320,56515.6,40,36995816
14/021,2014-02-20,Thursday,3,5,24,26,31,40,45,,3,3,3,3,2,0,2,2,0,0,0,0,0,38.5,116010,100.5,9600,2664,640,2608.4,320,51465.1,40,33024865
14/020,2014-02-18,Tuesday,15,21,23,25,34,45,35,45,3,3,5,1,0,1,3,1,1,1,8000000,2,796940,44.5,95510,243.5,9600,2548.7,640,6160.7,320,46935,40,36100835
14/019,2014-02-15,Saturday,2,14,30,32,36,45,11,,2,4,1,5,1,1,1,2,1,1,20075790,2,1085090,36,160750,150,9600,3007.7,640,4207.3,320,58012.5,40,42464185
14/018,2014-02-13,Thursday,19,23,25,40,46,49,30,25,2,4,4,2,0,1,2,1,2,0,0,0,0,42.5,122250,141,9600,2893.5,640,4161,320,49011,40,38466994
14/017,2014-02-11,Tuesday,7,10,24,25,27,29,19,,3,3,4,2,2,0,4,0,0,0.5,5771165,4.5,262390,108.4,29040,439.2,9600,5016.7,640,9251.3,320,77151.7,40,40048108
14/016,2014-02-09,Sunday,20,21,35,37,47,48,14,37,2,4,4,2,0,1,1,2,2,0,0,2,920550,47,104450,125,9600,2474.5,640,3133.3,320,45619.3,40,35368580
14/015,2014-02-06,Thursday,26,27,32,33,37,45,39,,0,6,4,2,0,0,2,3,1,1,33434650,3.5,888260,88,94210,233.5,9600,4398,640,6383,320,86373.5,40,61722146
14/014,2014-02-04,Tuesday,11,13,15,39,48,49,37,,3,3,5,1,0,3,0,1,2,0.5,24107830,4,1517970,215.5,75130,484,9600,10130.5,640,13960.2,320,196515.9,40,125815762
14/013,2014-01-30,Thursday,2,3,4,16,26,36,45,4,4,2,1,5,3,1,1,1,0,2,10656700,6,343080,163.5,33570,207,9600,6393.3,640,4969.5,320,101940.2,40,49680279
14/012,2014-01-28,Tuesday,4,20,27,30,31,37,18,"20,37",2,4,3,3,1,1,2,2,0,0.5,15137910,2,1471040,75,104600,228.4,9600,4276.8,640,6700.5,320,83610.9,40,59207724
14/011,2014-01-25,Saturday,5,20,37,38,43,48,6,5,2,4,3,3,1,1,0,2,2,0,0,2,1129230,50.5,119250,144,9600,2878,640,4941.5,320,56474.8,40,43722460
14/010,2014-01-23,Thursday,4,5,18,21,27,31,7,,4,2,4,2,2,1,2,1,0,0,0,1.5,1065140,67.5,63110,247.5,9600,3697,640,7628.9,320,65248.8,40,39811383
14/009,2014-01-21,Tuesday,8,20,23,34,37,49,44,,3,3,3,3,1,1,1,2,1,0,0,0,0,37,135560,94.5,9600,2301.5,640,2733.5,320,48675.8,40,35152208
14/008,2014-01-18,Saturday,3,17,18,26,28,44,38,"17,18",3,3,2,4,1,2,2,0,1,1,20291470,1,1884910,60.5,83080,190,9600,3855.5,640,7256.5,320,73051.9,40,43230682
14/007,2014-01-16,Thursday,9,15,16,17,18,37,33,9,5,1,4,2,1,4,0,1,0,0,0,0,0,67,66030,193.9,9600,4177.4,640,4648.9,320,67634.8,40,38672617
14/006,2014-01-14,Tuesday,9,11,27,31,33,34,21,,2,4,5,1,1,1,1,3,0,0,0,2,639720,71,48050,194.3,9600,3246,640,5110.2,320,60737.3,40,32186606
14/005,2014-01-12,Sunday,3,16,36,39,42,44,17,"16,39",2,4,2,4,1,1,0,2,2,1,34819980,3,992990,65.5,121280,162,9600,3771.2,640,5459.3,320,75180.3,40,56568555
14/004,2014-01-09,Thursday,4,15,16,28,39,45,25,16,3,3,3,3,1,2,1,1,1,0,0,2,1186510,70.5,89760,188.5,9600,3861.2,640,5585.5,320,71153.3,40,48702069
14/003,2014-01-07,Tuesday,9,16,30,31,38,41,46,"16,31",2,4,3,3,1,1,1,2,1,0,0,0,0,50,121610,134.5,9600,3213.1,640,4057.5,320,63472.7,40,44242000
14/002,2014-01-04,Saturday,6,16,31,32,44,49,43,49,2,4,2,4,1,1,0,2,2,0,0,0,0,30,146000,91.5,9600,1961.5,640,3091,320,41642,40,31151973
14/001,2014-01-02,Thursday,1,36,38,43,46,49,21,,1,5,3,3,1,0,0,2,3,1,51516650,2.5,1802220,213.5,56270,425,9600,11777.5,640,11912,320,193848.3,40,104057565
13/152,2013-12-31,Tuesday,7,9,12,40,42,44,14,"9,42",3,3,2,4,2,1,0,1,2,0,0,3,855010,71,96340,183.5,9600,3822,640,5625.4,320,79710.1,40,51829303
13/151,2013-12-28,Saturday,4,9,20,32,42,43,5,4,3,3,2,4,2,1,0,1,2,0,0,1,2052380,55.5,98610,165,9600,2930.7,640,4498.6,320,58921.3,40,41281122
13/150,2013-12-25,Wednesday,4,21,25,45,47,49,6,49,2,4,5,1,1,0,2,0,3,0,0,2.5,757010,40,126160,127,9600,2549,640,4008.5,320,52397.4,40,37210957
13/149,2013-12-22,Sunday,12,13,18,41,43,49,39,43,3,3,4,2,0,3,0,0,3,2.5,16513930,1,2106500,73.5,114630,207,9600,4822,640,6280.2,320,96986.4,40,63168173
13/148,2013-12-19,Thursday,4,14,31,39,43,47,27,,2,4,4,2,1,1,0,2,2,0,0,1.5,1738000,67,103760,217.5,9600,3476.5,640,5149,320,68407.7,40,51473920
13/147,2013-12-17,Tuesday,1,8,15,19,20,33,47,15,5,1,4,2,2,3,0,1,0,0,0,0,0,84,63470,157,9600,4619.6,640,4927,320,85590.3,40,44650817
13/146,2013-12-14,Saturday,6,14,15,38,46,49,29,,3,3,2,4,1,2,0,1,2,0,0,0,0,51.5,89750,125.5,9600,2774.5,640,3902.9,320,52852.8,40,35264384
13/145,2013-12-12,Thursday,10,19,24,28,31,34,27,,3,3,2,4,1,1,2,2,0,0,0,1,1355060,88,41060,136,9600,3452.8,640,3754.8,320,57352.9,40,31367167
13/144,2013-12-10,Tuesday,1,8,17,30,36,46,16,,3,3,2,4,2,1,1,1,1,1,90951590,5.5,1265730,222,83620,640.7,9600,12274.3,640,19348.1,320,239981.8,40,149624782
13/143,2013-12-07,Saturday,5,18,24,26,41,44,20,26,3,3,2,4,1,1,2,0,2,0,0,4,1198960,108,118410,296.5,9600,6439.4,640,8953.4,320,130548,40,92942714
13/142,2013-12-05,Thursday,1,16,17,19,26,46,29,"1,17",4,2,3,3,1,3,1,0,1,0,0,1.5,2737840,109,100470,267.5,9600,6871.3,640,9120,320,130592.4,40,83692379
13/141,2013-12-03,Tuesday,1,17,24,29,39,40,21,,3,3,4,2,1,1,2,2,0,0,0,2.5,1294770,124,69610,237.5,9600,6261.6,640,6995.9,320,114771.2,40,68205230
13/140,2013-11-30,Saturday,2,15,19,34,42,45,14,34,3,3,3,3,1,2,0,1,2,0,0,0.5,1253360,67.5,99030,169,9600,3575,640,4751.9,320,65538.9,40,48920127
13/139,2013-11-28,Thursday,3,6,21,33,34,43,9,34,3,3,4,2,2,0,1,2,1,0,0,3.5,464190,82.5,52510,413.5,9600,4074.6,640,9693.2,320,72444.1,40,45331946
13/138,2013-11-26,Tuesday,9,10,12,31,34,44,18,,3,3,2,4,2,1,0,2,1,0,0,0.5,1006575,83.5,64290,149.7,9600,4330.5,640,5273.8,320,80665.8,40,44206096
13/137,2013-11-23,Saturday,3,18,20,21,30,41,13,3,4,2,3,3,1,2,2,0,1,0,0,1.5,1106170,54.5,81180,148.5,9600,3016,640,4063.4,320,53334,40,35083788
13/136,2013-11-21,Thursday,3,6,8,23,25,49,4,49,4,2,4,2,3,0,2,0,1,0.5,7976880,3,457270,87,42040,271,9600,4818.4,640,7429.4,320,82410.4,40,39646555
13/135,2013-11-19,Tuesday,12,27,35,44,47,49,36,,1,5,4,2,0,1,1,1,3,0.5,11838315,5.5,428290,75,83750,210,9600,3756,640,5170.5,320,70724.1,40,48445488
13/134,2013-11-16,Saturday,1,8,17,32,39,43,48,8,3,3,4,2,2,1,0,2,1,0,0,0,0,28.5,170740,113.5,9600,2586.2,640,3811,320,53020.5,40,36025904
13/133,2013-11-14,Thursday,3,8,10,25,29,34,32,,3,3,3,3,3,0,2,1,0,0,0,0,0,69.5,50270,104.7,9600,3859.6,640,3131.9,320,64169.5,40,30822750
13/132,2013-11-12,Tuesday,18,19,21,28,47,49,46,,3,3,4,2,0,2,2,0,2,1,47714340,6,515390,110.5,74620,297.5,9600,5782.5,640,6920,320,105042.6,40,65977260
13/131,2013-11-10,Sunday,13,31,32,35,39,42,16,42,1,5,4,2,0,1,0,4,1,0,0,1,2771180,76,97230,231,9600,4497.7,640,6654.9,320,83473.3,40,57159863
13/130,2013-11-07,Thursday,4,9,14,26,30,42,21,"4,42",3,3,1,5,2,1,2,0,1,0,0,1.5,1563980,76,82310,196,9600,4675.3,640,5475,320,84330,40,50343853
13/129,2013-11-05,Tuesday,4,22,25,37,38,42,20,,2,4,2,4,1,0,2,2,1,0,0,1.5,1542330,59.7,103330,145,9600,3718.4,640,4370,320,66938.7,40,45919322
13/128,2013-11-02,Saturday,8,18,19,29,31,34,36,29,3,3,3,3,1,2,1,2,0,0.5,16145210,1,2383700,81,78470,170,9600,4427.5,640,5253,320,81700.3,40,49773403
13/127,2013-10-31,Thursday,2,9,29,43,46,47,21,47,2,4,4,2,2,0,1,0,3,0,0,0,0,44.5,136880,142.5,9600,3216,640,4388.2,320,66355.2,40,44849354
13/126,2013-10-29,Tuesday,1,20,22,25,34,47,17,47,3,3,3,3,1,1,2,1,1,0,0,0,0,42.5,125530,147,9600,2581.7,640,4276.7,320,52864.3,40,39265357
13/125,2013-10-26,Saturday,6,15,30,38,47,48,40,,2,4,2,4,1,1,1,1,2,0,0,1,1502760,31.5,127210,96.5,9600,2060.5,640,2770.5,320,43057.2,40,29376359
13/124,2013-10-24,Thursday,9,10,22,24,43,44,30,9,4,2,2,4,2,0,2,0,2,1,27369500,2.5,805350,103.5,51870,313.5,9600,4862.1,640,6242.4,320,85311.1,40,48669269
13/123,2013-10-22,Tuesday,5,9,34,36,41,49,26,41,2,4,4,2,2,0,0,2,2,0,0,2,1123890,70,85630,192.5,9600,3591,640,5428,320,72372.7,40,46750892
13/122,2013-10-19,Saturday,1,10,31,41,44,47,18,"1,44",2,4,4,2,2,0,0,1,3,0,0,0.5,891580,37.5,126800,108,9600,2941.2,640,3275.9,320,50754.5,40,35298297
13/121,2013-10-17,Thursday,1,11,24,35,44,45,49,,3,3,4,2,1,1,1,1,2,0.5,8344915,1,1946250,62.5,83040,178,9600,3066.2,640,5150,320,57184.1,40,40490457
13/120,2013-10-15,Tuesday,4,20,27,33,41,46,12,,2,4,3,3,1,1,1,1,2,0.5,10851060,1,2273070,58.5,103610,161,9600,2592.5,640,4393,320,54261,40,43395498
13/119,2013-10-13,Sunday,24,28,35,37,42,48,38,,1,5,2,4,0,0,2,2,2,0,0,0.5,983270,72.5,72330,134,9600,3181.5,640,4425.5,320,56874.9,40,39667804
13/118,2013-10-10,Thursday,8,9,11,16,17,38,20,,5,1,3,3,2,3,0,1,0,0,0,1.5,726190,88.5,32820,211.5,9600,4757.4,640,5299.2,320,80569.9,40,33284946
13/117,2013-10-08,Tuesday,1,3,6,7,15,27,30,6,5,1,5,1,4,1,1,0,0,3.5,5191970,6,229640,239,19200,446.3,9600,11372.8,640,9430.8,320,140385.7,40,51385237
13/116,2013-10-05,Saturday,4,6,9,29,31,36,20,,3,3,3,3,3,0,1,2,0,0,0,1,1370970,84.5,43260,217.5,9600,5698.9,640,5708.3,320,92189,40,39432042
13/115,2013-10-03,Thursday,14,17,26,32,35,41,15,,2,4,3,3,0,2,1,2,1,0.5,8726735,0.5,1198625,94.5,67640,178.5,9600,4057.4,640,5392,320,69694,40,48862692
13/114,2013-09-30,Monday,1,11,29,40,43,44,4,"40,43",2,4,4,2,1,1,1,1,2,0,0,0,0,31,134660,100,9600,1899.1,640,3557.2,320,40253.3,40,30355885
13/113,2013-09-28,Saturday,33,39,40,43,48,49,34,,0,6,4,2,0,0,0,3,3,0.5,4000000,4.5,326060,103.5,37800,142,9600,2981,640,3080.9,320,46542.6,40,31237130
13/112,2013-09-26,Thursday,3,6,7,9,11,28,34,,5,1,4,2,4,1,1,0,0,4,16641090,7.5,160900,820.2,19200,624,9600,28132.1,640,14518.8,320,315291.1,40,104675185
13/111,2013-09-24,Tuesday,13,25,26,29,30,39,19,"25,39",1,5,4,2,0,1,4,1,0,0,0,3,1276560,162.2,62960,355,9600,7641.9,640,9797.7,320,132122.7,40,82917426
13/110,2013-09-21,Saturday,22,25,35,36,39,47,31,,1,5,4,2,0,0,2,3,1,0,0,3,1052320,125,67340,290,9600,5426.6,640,8342.6,320,99465.7,40,66728177
13/109,2013-09-19,Thursday,3,15,18,26,45,49,41,45,3,3,4,2,1,2,1,0,2,0.5,41984065,8.5,939920,232,91830,521.5,9600,13264,640,15523.2,320,256560.8,40,161584207
13/108,2013-09-16,Monday,17,22,31,39,45,47,49,"39,47",2,4,5,1,0,1,1,2,2,1,12902140,1,1634040,55,79220,82,9600,2128,640,3303,320,39191,40,31008824
13/107,2013-09-14,Saturday,6,21,29,39,40,47,33,,2,4,4,2,1,0,2,2,1,0,0,1,1601020,39.5,108080,71,9600,2015.2,640,2928.2,320,39355.6,40,30021678
13/106,2013-09-12,Thursday,1,14,26,28,31,48,36,48,2,4,2,4,1,1,2,1,1,1,23254270,2,1071900,78.5,72820,222.5,9600,3995.9,640,6019.2,320,77353.2,40,47072568
13/105,2013-09-10,Tuesday,8,12,19,39,48,49,17,,3,3,3,3,1,2,0,1,2,0,0,2,930200,83.5,59410,213.5,9600,5256.5,640,5078.4,320,83231.3,40,44439814
13/104,2013-09-07,Saturday,7,10,17,18,28,30,6,"7,28",4,2,2,4,2,2,2,0,0,0,0,7,154360,116,24830,367.2,9600,4824.8,640,7904.1,320,72533.4,40,36648286
13/103,2013-09-05,Thursday,1,7,22,28,29,49,37,,3,3,4,2,2,0,3,0,1,0,0,2,526000,123.5,22710,164.4,9600,4952.4,640,3874.9,320,72757.8,40,30750197
13/102,2013-09-03,Tuesday,21,25,26,33,35,39,17,,1,5,5,1,0,0,3,3,0,1,26604050,2,1319710,67.5,104270,197.5,9600,3563.4,640,5558.8,320,73344.4,40,52269772
13/101,2013-08-31,Saturday,3,6,17,18,42,43,36,,4,2,3,3,2,2,0,0,2,0,0,5,344300,108,42500,244.5,9600,4030.9,640,5782.9,320,71601.1,40,41210052
13/100,2013-08-29,Thursday,24,25,28,35,38,47,16,,1,5,3,3,0,0,3,2,1,0,0,1,1840390,64.5,76080,150.5,9600,3195.5,640,4079.2,320,57842.2,40,38132822
13/099,2013-08-27,Tuesday,9,14,29,30,32,36,20,14,2,4,2,4,1,1,2,2,0,0,0,2,756770,65,62090,156.9,9600,3358.3,640,4423.2,320,60290.9,40,34390619
13/098,2013-08-24,Saturday,3,6,10,14,15,20,33,,6,0,2,4,3,3,0,0,0,2,4000000,0.5,393010,142,19200,156.9,9600,5009.2,640,3666.5,320,70357.3,40,29656629
13/097,2013-08-22,Thursday,1,16,25,33,41,49,46,,2,4,5,1,1,1,1,1,2,2,34624400,3,1485700,231,51450,322,9600,8793.5,640,9000,320,144216.3,40,92630564
13/096,2013-08-20,Tuesday,13,14,15,31,46,48,36,"14,31",3,3,3,3,0,3,0,1,2,0,0,3,1377010,88.5,124470,262,9600,5575.2,640,7841.2,320,109982.4,40,80103560
13/095,2013-08-17,Saturday,9,14,30,31,32,49,1,31,2,4,3,3,1,1,1,2,1,0,0,5.5,525830,86,89670,307.5,9600,5054.6,640,9047.5,320,96360.5,40,63192570
13/094,2013-08-15,Thursday,10,16,22,26,31,42,23,"31,42",3,3,1,5,1,1,2,1,1,0,0,1.5,1740160,65,107080,155.5,9600,4142.9,640,5730.5,320,78904.3,40,52327571
13/093,2013-08-13,Tuesday,1,6,31,41,42,49,44,41,2,4,4,2,2,0,0,1,3,0,0,1,2318910,73.5,84130,184,9600,4544.7,640,5088,320,79020.3,40,48985871
13/092,2013-08-10,Saturday,3,10,20,30,41,44,31,,3,3,2,4,2,1,1,0,2,0,0,0,0,78.5,57390,247,9600,4535.6,640,5120.2,320,69479.9,40,40870246
13/091,2013-08-08,Thursday,13,15,23,25,26,29,9,15,3,3,5,1,0,2,4,0,0,0,0,2.5,701600,67,69810,175,9600,3221.1,640,5965.9,320,57104,40,38490105
13/090,2013-08-06,Tuesday,4,11,15,19,32,44,42,,4,2,3,3,1,3,0,1,1,0,0,2,875200,45.5,102580,116.5,9600,2723.1,640,3172,320,52871.6,40,34841808
13/089,2013-08-03,Saturday,5,6,12,23,38,39,48,6,4,2,3,3,2,1,1,2,0,1,12093300,2,826100,63.5,69380,157.5,9600,3893.7,640,4065,320,67095,40,37208568
13/088,2013-08-01,Thursday,6,8,10,19,20,22,42,8,6,0,1,5,3,2,1,0,0,0.5,7136690,2,728420,171,22710,129.5,9600,7094.4,640,4430,320,97216.9,40,40301356
13/087,2013-07-30,Tuesday,8,12,31,33,42,44,49,,2,4,2,4,1,1,0,2,2,0,0,3,655870,50,104930,103.5,9600,2999.7,640,3246,320,58604.8,40,38353899
13/086,2013-07-27,Saturday,1,3,7,22,28,36,21,,4,2,3,3,3,0,2,1,0,0.5,4000000,4,212520,142.5,19200,410.7,9600,5567.6,640,7145,320,81029.8,40,31218814
13/085,2013-07-25,Thursday,20,23,27,32,34,49,30,32,2,4,3,3,0,1,2,2,1,1,8000000,1.5,1181620,27,175050,104,9600,1910.6,640,2809.8,320,40906.3,40,32854469
13/084,2013-07-23,Tuesday,6,8,17,22,28,32,20,17,4,2,1,5,2,1,2,1,0,1,8000000,0,0,82,37330,158.6,9600,4450.9,640,4311.4,320,70462.6,40,31445786
13/083,2013-07-21,Sunday,3,17,20,26,33,47,34,,3,3,4,2,1,2,1,1,1,2,40791000,4,1469470,215,72900,544,9600,10946.7,640,14476.3,320,199969.9,40,125779952
13/082,2013-07-18,Thursday,14,18,28,32,36,46,44,18,2,4,0,6,0,2,1,2,1,0,0,4.5,922810,154.5,71670,318,9600,8532,640,8656.5,320,140964.8,40,87674813
13/081,2013-07-16,Tuesday,3,18,19,20,37,47,25,18,4,2,4,2,1,3,0,1,1,0,0,9.5,473340,137,87520,423.5,9600,7188.3,640,10520,320,137802.2,40,93496029
13/080,2013-07-13,Saturday,7,14,18,23,32,46,42,14,4,2,2,4,1,2,1,1,1,1,44225450,4.5,675150,109,74320,320,9600,5180.5,640,7135.1,320,95673,40,64362027
13/079,2013-07-11,Thursday,14,26,28,38,39,45,8,38,1,5,2,4,0,1,2,2,1,0.5,35110875,3,1467310,180,65210,549.5,9600,8973.4,640,14588.5,320,156833.1,40,100386281
13/078,2013-07-09,Tuesday,1,4,15,38,40,46,49,,3,3,2,4,2,1,0,2,1,0,0,6.5,675980,129.5,90470,342,9600,6686,640,10756,320,133264.5,40,89860511
13/077,2013-07-06,Saturday,6,9,27,29,43,47,17,43,2,4,5,1,2,0,2,0,2,0,0,6,528240,173.5,48710,558,9600,9007.7,640,13967.9,320,153787.1,40,83263998
13/076,2013-07-02,Tuesday,7,19,28,33,43,45,13,,2,4,5,1,1,1,1,1,2,0,0,10,185540,110.5,44770,589,9600,5520,640,12491.1,320,93027.6,40,56478658
13/075,2013-06-29,Saturday,1,3,4,26,34,37,14,"34,37",3,3,3,3,3,0,1,2,0,0,0,1,2067770,71,77660,249.5,9600,4275.2,640,6643.3,320,80204.2,40,47433065
13/074,2013-06-27,Thursday,16,34,37,42,47,48,17,,1,5,2,4,0,1,0,2,3,0,0,1.5,1484080,57.5,103240,144,9600,2916.5,640,4740.5,320,57539.4,40,43289101
13/073,2013-06-25,Tuesday,17,20,29,35,38,40,22,40,2,4,3,3,0,2,1,3,0,0,0,1,2073320,46.5,118900,127,9600,2642.6,640,3903.9,320,50688.4,40,39586013
